Time_sin,B_TCS,G_TCS,R_TCS,CS,CLA2.0,Illuminance (Test),mEDI(Test),EML,CCT
0.991444861,0,0,0,0,0,0,0,0,0
0.994056338,0,0,0,0,0,0,0,0,0
0.996194698,0,0,0,0,0,0,0,0,0
0.997858923,0,0,0,0,0,0,0,0,0
0.999048222,1,1,1,0,0,0,0,0,0
0.999762027,4,3,2,0,0,0,0,0,0
0.999048222,91,78,53,0.082131764,57.04915062,29.65823565,42.25339728,46.64521938,13880.9043
0.997858923,159,141,99,0.136680147,98.46147198,56.90860451,71.62891856,79.07403511,10317.63126
0.996194698,256,232,163,0.203860098,158.7653103,95.52805534,114.7656676,126.6944219,9405.422641
0.991444861,502,485,362,0.324007375,310.7942088,203.7627864,224.1809546,247.4823442,7962.308806
0.98836151,667,660,510,0.375711233,406.4976069,275.1980941,292.8471079,323.2856639,7515.195193
0.984807753,834,842,663,0.414816592,499.6582672,347.5329654,359.6055148,396.9829459,7181.226581
0.98078528,865,887,708,0.42029619,514.6167202,368.3735499,371.8197065,410.4666819,6921.596461
0.976296007,799,827,665,0.40211677,466.943837,338.9419188,339.0664241,374.3090202,6849.652766
0.97134207,772,801,645,0.397928165,456.7098817,332.827532,331.7705649,366.2548287,6833.239031
0.965925826,763,790,635,0.400407058,462.7347742,335.8814667,335.2287845,370.072496,6860.67808
0.960049854,803,826,661,0.41386295,497.1089596,356.5696078,358.0595629,395.2763076,6931.794729
0.953716951,935,955,760,0.446727682,595.1215386,422.2947326,425.0163432,469.192582,6961.914342
0.946930129,1142,1169,927,0.484443845,741.381585,525.3125462,525.6780153,580.3170378,6896.725808
0.939692621,1459,1503,1201,0.520982304,937.2191952,665.4443,659.6959364,728.2647943,6786.143201
0.932007869,1801,1853,1479,0.550316905,1158.532412,815.2925876,807.2038077,891.1046476,6774.888165
0.923879533,2107,2153,1703,0.573103537,1396.16904,970.5239743,962.087055,1062.086474,6798.25697
0.915311479,2271,2275,1770,0.583056127,1527.181895,1027.352561,1040.129882,1148.24108,7048.262514
0.906307787,2463,2429,1864,0.593386878,1687.476582,1104.395277,1136.647741,1254.791015,7256.687976
0.896872742,3088,3121,2430,0.620201707,2284.315342,1549.172208,1522.994455,1681.294642,6724.573036
0.887010833,3120,3114,2409,0.619352142,2259.669231,1490.47283,1498.527471,1654.284558,6980.343493
0.876726756,3298,3290,2537,0.625250449,2441.704883,1608.964456,1610.453774,1777.844491,6936.174068
0.866025404,3497,3492,2691,0.630953307,2645.623468,1743.250854,1734.50199,1914.78629,6870.664397
0.854911871,3629,3617,2779,0.63399869,2768.165015,1815.243927,1806.384272,1994.140024,6877.680613
0.843391446,3769,3759,2886,0.637616879,2928.467856,1924.632283,1903.532979,2101.386377,6811.887155
0.831469612,3846,3826,2930,0.639098404,2999.312404,1960.920348,1943.499425,2145.506939,6837.142432
0.819152044,3529,3453,2612,0.631263791,2657.645086,1697.497142,1728.3074,1907.947835,7161.504249
0.806444604,3167,3053,2294,0.618761291,2242.816548,1398.196787,1466.669286,1619.11503,7559.757486
0.79335334,3001,2894,2185,0.611912697,2063.148079,1290.112402,1355.497411,1496.38794,7584.5964
0.779884483,2879,2805,2131,0.611458315,2052.16022,1331.64987,1355.750927,1496.667806,7173.985263
0.766044443,2726,2706,2105,0.601590826,1837.322008,1207.260377,1224.963862,1352.286721,7129.328651
0.751839807,2851,2893,2275,0.608953248,1993.448779,1352.477058,1332.7457,1471.271414,6781.600744
0.737277337,3012,2977,2301,0.611915878,2063.225403,1333.310939,1364.424919,1506.243374,7235.5436
0.722363962,3711,3716,2853,0.635659778,2839.634965,1883.835853,1848.395633,2040.518049,6738.713304
0.707106781,3783,3721,2823,0.638464452,2968.601429,1940.653557,1919.208119,2118.690792,6828.97337
0.691513056,4045,4062,3160,0.642002401,3148.122425,2089.725567,2032.961252,2244.267436,6644.351103
0.675590208,3742,3687,2817,0.635079122,2814.257282,1837.527966,1824.563436,2014.208732,6876.915898
0.659345815,3578,3515,2691,0.62903903,2573.710505,1656.907989,1674.810187,1848.890116,7094.623568
0.64278761,4279,4264,3278,0.646535826,3410.99587,2249.978251,2184.466862,2411.520554,6629.030627
0.625923472,4347,4326,3333,0.646420745,3403.800981,2227.634096,2176.339417,2402.548341,6693.959657
0.608761429,4571,4607,3621,0.649397618,3599.8922,2383.360407,2297.37482,2536.164175,6546.298764
0.591309648,4911,5008,3964,0.65276735,3850.097935,2564.961338,2447.481795,2701.873284,6444.630562
0.573576436,5056,5166,4122,0.649627653,3615.960178,2356.800814,2302.030463,2541.303727,6690.703215
0.555570233,5472,5662,4554,0.658322875,4346.077432,2917.093703,2739.535872,3024.283489,6289.928362
0.5,6221,6566,5362,0.664011822,5003.725896,3397.151393,3124.151497,3448.876098,6100.611474
0.480988769,6394,6774,5566,0.665509632,5211.048066,3541.937837,3242.122611,3579.109141,6057.805149
0.44228869,5515,5704,4652,0.654723457,4011.530483,2647.193974,2538.088181,2801.897306,6498.581316
0.422618262,6956,7372,6047,0.668449369,5672.189302,3813.776001,3494.733574,3857.976511,6066.986936
0.40274669,5299,5488,4506,0.650168383,3654.284912,2425.28437,2333.215378,2575.730005,6536.633835
0.382683432,5677,5860,4798,0.653428392,3903.210249,2567.257899,2474.735792,2731.960063,6552.01548
0.362438038,5920,6111,4971,0.659106615,4426.32816,2890.441869,2773.366148,3061.630087,6502.17636
0.342020143,6153,6286,5084,0.665130912,5157.027312,3368.310573,3187.446847,3518.750373,6354.764392
0.321439465,6341,6455,5144,0.661470905,4687.178512,2999.39175,2910.497801,3213.015217,6613.779648
0.3007058,7460,7713,6194,0.671211053,6186.643647,4005.744875,3751.091525,4140.980332,6258.097022
0.279829014,7243,7454,5956,0.66582611,5257.063534,3281.282714,3216.275525,3550.575507,6730.524758
0.258819045,7723,8030,6506,0.671832938,6315.700949,4076.741725,3819.930678,4216.974633,6262.917059
0.237685892,7556,7828,6299,0.671562849,6258.990683,4046.741002,3789.850172,4183.767556,6257.969998
0.216439614,5965,5992,4787,0.657098811,4226.322738,2640.94703,2634.404763,2908.225043,6924.18237
0.195090322,7161,7398,5999,0.667489056,5512.830068,3589.960772,3381.544938,3733.023038,6319.766071
0.173648178,5953,6097,4948,0.65743075,4258.150524,2724.604765,2664.005448,2940.902425,6707.878084
0.152123386,5754,5874,4728,0.653461345,3905.895383,2503.660312,2462.383609,2718.323993,6762.18233
0.130526192,5698,5833,4716,0.654324571,3977.545403,2577.164024,2507.782053,2768.441157,6655.317665
0.108866875,7246,7533,6102,0.668894019,5749.1441,3761.632664,3517.303654,3882.892528,6249.305292
0.087155743,5552,5644,4517,0.651359551,3741.562764,2390.716239,2366.292672,2612.245355,6836.359096
0.065403129,6091,6385,5122,0.664161196,5023.661516,3371.068703,3125.219894,3450.055544,6182.883913
0.043619387,5582,5943,4800,0.662547818,4816.352638,3309.785552,3022.748908,3336.933714,6058.580489
0.021814885,5997,6279,5038,0.661445484,4684.212206,3084.841005,2926.407828,3230.578934,6393.40151
1.22515E-16,6613,6803,5450,0.66194806,4743.55477,3053.62865,2945.765365,3251.948494,6562.174122
-0.021814885,7756,8127,6594,0.670994365,6142.912976,4024.469082,3737.278996,4125.732127,6193.762351
-0.043619387,6796,7053,5629,0.667914022,5582.231727,3652.443263,3425.681275,3781.74691,6293.856986
-0.065403129,6034,6072,4758,0.661270512,4663.895829,2948.77497,2891.999526,3192.59423,6735.074562
-0.087155743,6121,6122,4788,0.658622787,4376.445495,2708.849187,2718.487208,3001.047025,7001.570381
-0.108866875,8350,8697,6995,0.673523728,6695.678746,4272.354717,4022.989702,4441.139631,6320.865666
-0.130526192,7716,7955,6349,0.670996667,6143.374187,3901.039406,3717.828352,4104.259781,6437.552222
-0.152123386,7422,7634,6056,0.670248768,5997.075865,3813.546036,3638.657262,4016.859641,6448.856892
-0.173648178,7850,8121,6468,0.672028254,6357.36033,4041.361303,3836.2928,4235.037435,6401.617705
-0.195090322,6608,6646,5199,0.663343147,4916.378667,3038.829558,3024.810985,3339.210124,6904.195097
-0.216439614,7796,8024,6371,0.671731722,6294.328024,3972.869997,3798.414888,4193.22249,6472.468604
-0.237685892,7791,8019,6342,0.671907477,6331.53459,4004.638409,3820.362737,4217.4516,6446.129848
-0.258819045,7837,8066,6372,0.671973354,6345.594634,4003.05494,3826.130708,4223.819095,6463.631678
-0.279829014,7975,8230,6510,0.67254071,6469.341747,4082.405213,3895.18123,4300.046734,6445.518311
-0.3007058,7724,7939,6232,0.671861012,6321.655119,3983.916577,3813.88981,4210.305877,6480.753297
-0.321439465,7714,7916,6193,0.672086817,6369.959319,4012.637964,3839.791201,4238.89946,6475.426458
-0.342020143,7411,7563,5885,0.670671881,6078.969936,3813.619172,3678.674515,4061.036291,6559.901162
-0.362438038,7585,7765,6064,0.671450258,6235.651605,3916.397511,3765.7872,4157.203477,6527.391336
-0.382683432,7517,7688,5982,0.671308632,6206.541633,3900.612815,3750.241165,4140.041586,6528.51852
-0.40274669,7571,7755,6053,0.671505463,6247.073182,3929.720182,3773.106407,4165.283443,6512.633205
-0.422618262,7539,7735,6050,0.671167393,6177.782093,3890.448918,3737.046616,4125.475593,6513.351804
-0.44228869,7653,7864,6134,0.671798823,6308.480872,3973.401968,3809.229719,4205.161415,6496.105725
-0.461748613,7551,7739,6039,0.671082494,6160.623228,3871.346395,3727.203041,4114.608876,6539.638596
-0.480988769,7789,8011,6257,0.672201785,6394.840257,4019.666498,3855.892912,4256.674785,6501.19284
-0.5,7817,8045,6284,0.672430321,6444.884956,4051.580234,3883.356573,4286.993022,6494.502941
-0.518773258,7813,8046,6286,0.672341692,6425.383507,4039.583493,3872.941041,4275.494898,6498.177787
-0.537299608,7905,8154,6371,0.672728592,6511.400459,4094.800952,3920.740058,4328.262149,6486.682571
-0.555570233,7124,7293,5677,0.668425011,5668.033331,3559.963499,3458.076557,3817.50936,6635.815843
-0.573576436,6724,6898,5380,0.665804194,5253.850824,3327.208668,3233.527823,3569.62101,6638.686172
-0.591309648,5893,6013,4685,0.657349637,4250.329531,2665.458866,2661.154588,2937.755247,6929.199025
-0.608761429,5697,5811,4522,0.657071458,4223.720853,2694.187766,2655.131227,2931.105817,6783.273198
-0.625923472,5904,6066,4727,0.659629205,4481.48319,2887.323448,2808.546136,3100.466687,6643.5354
-0.64278761,5103,5151,3979,0.651249639,3733.339828,2372.670512,2369.54219,2615.832628,6923.416192
-0.675590208,4948,5009,3868,0.649803709,3628.352209,2339.687542,2315.310056,2555.963602,6817.273346
-0.691513056,4660,4694,3615,0.646074491,3382.329102,2180.659193,2170.254668,2395.831143,6877.434281
-0.707106781,4402,4442,3423,0.642657989,3183.693913,2069.442603,2055.950471,2269.646157,6855.664632
-0.722363962,4372,4440,3430,0.64256268,3178.474705,2088.776243,2057.553078,2271.415339,6763.38501
-0.751839807,3889,3938,3046,0.633934853,2765.486464,1824.842231,1809.728027,1997.831329,6831.77265
-0.766044443,3797,3840,2972,0.631747911,2676.596624,1767.763734,1755.850204,1938.353439,6847.141492
-0.779884483,3743,3785,2935,0.630359667,2622.921415,1734.864874,1723.340884,1902.465098,6846.347864
-0.79335334,3719,3762,2922,0.629671152,2597.046595,1719.871475,1707.892499,1885.411006,6840.633409
-0.806444604,3783,3837,2985,0.630822437,2640.586948,1753.250535,1735.536372,1915.928186,6805.701707
-0.819152044,3865,3931,3061,0.632322674,2699.430278,1796.427728,1772.621484,1956.867929,6771.508975
-0.831469612,3956,4037,3146,0.633959599,2766.524183,1843.943466,1814.72299,2003.345469,6744.865266
-0.843391446,3926,4006,3120,0.633418886,2744.015508,1825.907754,1801.056636,1988.258633,6765.474291
-0.854911871,3885,3963,3084,0.633007179,2727.10822,1814.604402,1790.880221,1977.02448,6770.098853
-0.866025404,3869,3948,3072,0.633212044,2735.496574,1822.741546,1797.09557,1983.885853,6756.555394
-0.876726756,3743,3812,2968,0.631197559,2655.07201,1769.152298,1748.300224,1930.018714,6774.697143
-0.887010833,3557,3620,2823,0.627848334,2530.80726,1692.684384,1673.562142,1847.512349,6773.119903
-0.896872742,3416,3489,2732,0.624988472,2433.044576,1642.120067,1616.520774,1784.542096,6720.57952
-0.906307787,3289,3369,2647,0.621686878,2328.616559,1586.090843,1554.758848,1716.360629,6670.972984
-0.915311479,3115,3200,2525,0.616036962,2168.021439,1490.266264,1456.677182,1608.084345,6635.578201
-0.923879533,2924,3019,2395,0.609527059,2006.625414,1395.322186,1357.766329,1498.892689,6584.569077
-0.932007869,2737,2838,2263,0.602526427,1855.923309,1305.196839,1264.492787,1395.924287,6535.629648
-0.939692621,2613,2721,2178,0.597987933,1768.709049,1255.858252,1211.099229,1336.980997,6481.421881
-0.946930129,2455,2563,2058,0.591661691,1658.701532,1188.46309,1142.043035,1260.747096,6440.572042
-0.953716951,2266,2371,1908,0.583132158,1528.263685,1103.911473,1058.664622,1168.702322,6418.370727
-0.965925826,2056,2155,1740,0.571447574,1376.231339,1003.201697,960.3689665,1060.189807,6386.747393
-0.97134207,1917,2008,1621,0.563487815,1286.77661,942.8430342,902.0289829,995.7859604,6375.144588
-0.976296007,1772,1853,1494,0.552356877,1176.983986,863.4548372,828.6786609,914.811599,6399.299859
-0.98078528,1618,1688,1358,0.54013776,1073.099629,786.9610767,758.5515666,837.395488,6433.798684
-0.984807753,1430,1492,1198,0.523468189,953.2877337,702.4531446,678.123966,748.6082349,6441.663522
-0.98836151,1206,1255,1003,0.4977722,805.1417513,594.645072,576.788832,636.7403176,6479.995697
-0.994056338,713,737,583,0.409558859,485.7951382,360.7853763,354.238777,391.0583889,6587.609856
-0.996194698,530,540,424,0.347968303,351.9743051,257.9793157,257.9704464,284.7839189,6772.607438
-0.997858923,423,426,329,0.310505247,289.6080502,210.9707217,213.3925042,235.5725412,6861.054214
-0.999048222,299,295,224,0.25111437,210.0359366,151.1096644,155.7852736,171.9776096,7048.824538
-0.999762027,192,184,136,0.180485438,136.3496446,94.98395182,101.6889956,112.2585594,7483.344976
-1,114,104,73,0.117230547,83.06824731,54.8789588,62.10967088,68.56535592,8400.909799
-0.999762027,63,54,36,0.066519296,46.06561358,27.84152306,35.32787634,38.99985914,10877.18744
-0.996194698,6,6,4,0,0,0,0,0,0
-0.994056338,4,4,3,0,0,0,0,0,0
-0.991444861,3,4,2,0,0,0,0,0,0
-0.98836151,3,4,2,0,0,0,0,0,0
-0.984807753,3,4,2,0,0,0,0,0,0
-0.98078528,3,3,2,0,0,0,0,0,0
-0.976296007,3,4,2,0,0,0,0,0,0
-0.97134207,3,3,2,0,0,0,0,0,0
0.991444861,0,0,0,0,0,0,0,0,0
0.994056338,0,0,0,0,0,0,0,0,0
0.996194698,0,0,0,0,0,0,0,0,0
0.997858923,0,0,0,0,0,0,0,0,0
0.999048222,1,1,0,0,0,0,0,0,0
0.999762027,2,1,1,0,0,0,0,0,0
1,6,5,3,0,0,0,0,0,0
0.999048222,40,40,36,0.025798003,18.439736,16.43091715,17.59219966,19.42073455,7558.301258
0.997858923,74,75,63,0.058653595,40.63954962,31.0577682,32.51287155,35.89226249,7292.909006
0.996194698,113,113,91,0.094278396,65.82588262,46.75423613,50.10923863,55.31759762,7584.123941
0.991444861,225,225,180,0.179960837,135.8657353,96.43532573,100.353032,110.7837357,7260.886012
0.98836151,300,302,243,0.227351157,183.1548675,131.7776761,134.535348,148.5189648,7050.226151
0.98078528,468,477,383,0.311275176,290.7806237,211.9489476,211.7866979,233.7998272,6837.497053
0.976296007,565,581,467,0.350268901,356.1960464,262.1307865,258.9274123,285.8403519,6722.794813
0.97134207,663,683,549,0.382374123,420.8806663,309.8521302,304.7200656,336.392698,6683.185382
0.965925826,761,787,633,0.411288365,490.3040173,362.0789793,353.8876437,390.6707587,6624.126898
0.960049854,890,921,741,0.44053789,574.9094988,423.7195483,413.1105281,456.0492754,6601.836926
0.953716951,1024,1065,861,0.46629156,665.5071948,491.86982,476.5284869,526.0589027,6541.234211
0.946930129,1185,1234,998,0.491428677,773.8467612,570.1651999,551.2996065,608.6017396,6523.444598
0.939692621,1366,1425,1154,0.514232039,895.623188,657.9018304,634.5989948,700.5592741,6501.874341
0.932007869,1557,1627,1321,0.533748067,1024.508968,750.6242752,721.9675051,797.0088757,6476.695283
0.923879533,1763,1841,1494,0.55090128,1163.769529,846.8846776,814.7107964,899.3919134,6479.549763
0.915311479,1966,2053,1665,0.565497801,1308.423205,946.104558,910.0059323,1004.592035,6480.800101
0.906307787,2172,2268,1840,0.578245679,1461.33491,1052.755662,1010.196293,1115.196192,6461.507918
0.896872742,2354,2454,1990,0.58714779,1587.352372,1133.969474,1090.590867,1203.946985,6485.857293
0.887010833,2532,2634,2132,0.595171644,1718.186533,1218.896692,1173.676976,1295.669071,6501.704954
0.876726756,2638,2742,2218,0.599802481,1802.681749,1272.711122,1226.820997,1354.336887,6514.632644
0.866025404,2873,2994,2423,0.609624177,2008.871234,1420.433939,1359.227454,1500.505684,6444.668883
0.854911871,3119,3250,2627,0.618209376,2227.282887,1570.139208,1496.617416,1652.175971,6409.364191
0.843391446,3221,3344,2692,0.620845714,2303.332002,1606.232852,1541.219538,1701.414042,6476.610126
0.831469612,3310,3426,2757,0.622077275,2340.52719,1616.721568,1561.183723,1723.453306,6542.61083
0.819152044,3511,3631,2919,0.626971719,2500.069379,1719.154591,1659.026952,1831.46637,6537.816873
0.806444604,3619,3734,2996,0.629032406,2573.468057,1757.44507,1701.697957,1878.572604,6575.054334
0.79335334,3836,3979,3199,0.634848193,2804.283776,1922.822778,1844.891261,2036.649432,6485.215065
0.779884483,4215,4403,3549,0.642682464,3185.036854,2195.213062,2077.750489,2293.712071,6355.210595
0.766044443,4941,5220,4231,0.654121071,3960.423633,2755.761553,2542.910473,2807.220828,6122.764018
0.751839807,5419,5733,4645,0.659273431,4443.787925,3070.671987,2822.02601,3115.34766,6087.428779
0.737277337,5184,5436,4390,0.655019006,4037.080485,2752.260396,2578.886634,2846.936354,6265.03398
0.722363962,5495,5815,4719,0.658987743,4413.968763,3038.346136,2802.381912,3093.661752,6118.451004
0.707106781,5301,5572,4499,0.656402261,4161.032726,2836.346201,2650.691886,2926.20505,6239.7533
0.691513056,5266,5521,4458,0.655307669,4062.345085,2767.171467,2592.471844,2861.933612,6260.922135
0.675590208,5540,5797,4664,0.658166306,4330.388388,2926.830884,2744.260265,3029.498936,6271.525745
0.659345815,5337,5544,4443,0.655632673,4091.164116,2744.583191,2601.125616,2871.486858,6374.311812
0.64278761,5502,5725,4588,0.657633337,4277.808307,2869.980434,2709.563479,2991.195762,6337.20798
0.625923472,4650,4763,3812,0.642767652,3189.71965,2098.852141,2061.563219,2275.842294,6744.563858
0.608761429,4524,4687,3769,0.642868225,3195.265155,2143.595514,2072.541812,2287.962003,6583.389628
0.591309648,5240,5517,4459,0.655820085,4107.96557,2809.78292,2620.438065,2892.806645,6228.28752
0.573576436,4526,4665,3736,0.642757271,3189.148299,2117.238191,2065.274406,2279.939222,6673.813332
0.555570233,4397,4546,3633,0.641685082,3131.177799,2086.11833,2032.443573,2243.695949,6666.275229
0.537299608,4401,4561,3655,0.64207536,3152.043291,2106.272329,2045.974583,2258.633374,6633.915165
0.518773258,4747,4917,3941,0.645736577,3361.625368,2231.642353,2169.323951,2394.803688,6642.179106
0.5,5107,5252,4189,0.649193932,3585.780074,2354.378954,2297.074566,2535.832713,6674.761662
0.480988769,5121,5225,4150,0.649078297,3577.816224,2316.709437,2285.916645,2523.515036,6798.281169
0.461748613,5811,5986,4750,0.657689984,4283.337094,2775.94345,2695.783449,2975.983435,6629.506479
0.44228869,5812,5983,4747,0.660258234,4549.699498,2979.878776,2852.029302,3148.469497,6475.81586
0.422618262,5446,5544,4394,0.654548049,3996.515903,2567.502144,2523.883072,2786.215716,6756.204306
0.40274669,5393,5464,4325,0.653814835,3934.928291,2515.933274,2485.099278,2743.400731,6805.440034
0.382683432,5459,5528,4370,0.654905354,4027.217666,2574.560744,2537.816861,2801.597785,6782.015728
0.362438038,5410,5457,4293,0.654570723,3998.450568,2547.672114,2519.443831,2781.315061,6816.342735
0.342020143,5365,5397,4234,0.654128456,3961.042493,2521.720483,2497.051775,2756.595572,6832.233516
0.321439465,5333,5349,4183,0.653602825,3917.465039,2486.17135,2470.006261,2726.738944,6868.101838
0.3007058,5275,5286,4127,0.652715995,3846.030801,2437.125,2427.333561,2679.63084,6897.773395
0.279829014,5318,5335,4162,0.653116203,3877.949666,2453.43298,2445.327453,2699.495019,6905.07575
0.258819045,5376,5383,4186,0.653672529,3923.189753,2463.642644,2468.948785,2725.571555,6970.316516
0.237685892,6257,6365,4988,0.663011654,4874.190704,3110.291282,3018.837623,3332.615891,6616.634412
0.216439614,6886,7013,5488,0.667682909,5544.273049,3509.994815,3389.064165,3741.323814,6559.402082
0.195090322,7498,7703,6069,0.671156091,6175.492333,3932.375086,3739.194245,4127.846447,6405.16336
0.173648178,8033,8331,6615,0.673916652,6790.685069,4340.988157,4077.439537,4501.248987,6283.06426
0.152123386,8228,8525,6769,0.674366591,6902.878781,4382.39483,4133.421486,4563.049705,6320.894385
0.130526192,8256,8514,6728,0.674540305,6947.20414,4377.523737,4151.60019,4583.117905,6375.102861
0.108866875,8449,8720,6880,0.675536224,7212.873257,4538.765048,4292.743331,4738.931478,6348.943713
0.087155743,8399,8654,6821,0.675177884,7114.94702,4472.650982,4239.10108,4679.713646,6369.778325
0.065403129,7891,8078,6334,0.672539587,6469.092085,4039.586978,3887.118722,4291.146209,6521.731863
0.043619387,8608,8895,7032,0.6758059,7288.38951,4581.159707,4331.80092,4782.048717,6348.797566
0.021814885,8576,8847,6982,0.675483785,7198.372673,4513.104345,4282.325048,4727.430317,6381.085795
1.22515E-16,8655,8947,7083,0.675579261,7224.818453,4531.742536,4297.101971,4743.743156,6375.046846
-0.021814885,8697,9010,7152,0.675670185,7250.186711,4557.151145,4311.817707,4759.988447,6356.134163
-0.043619387,8838,9177,7305,0.676050873,7358.390604,4627.494441,4370.239537,4824.482647,6338.901914
-0.065403129,8406,8672,6890,0.673567352,6706.094056,4199.82526,4017.372008,4434.938034,6464.980207
-0.087155743,8685,9036,7205,0.675346528,7160.696199,4525.903549,4268.914966,4712.62639,6328.522258
-0.108866875,8687,9043,7217,0.675423752,7181.844493,4547.035024,4281.276339,4726.272605,6313.200446
-0.130526192,7689,7883,6239,0.66982389,5917.040325,3705.356439,3587.224153,3960.08057,6592.593156
-0.152123386,7930,8152,6445,0.671255964,6195.785773,3891.009606,3741.011528,4129.852619,6524.884278
-0.173648178,7419,7581,5975,0.668333542,5652.480899,3538.633118,3440.607744,3798.224837,6642.323475
-0.195090322,7182,7327,5773,0.666236681,5317.981794,3327.213447,3255.230392,3593.579346,6710.795196
-0.216439614,7658,7932,6275,0.670902038,6124.468405,3901.77524,3711.720744,4097.517349,6421.62255
-0.237685892,7386,7603,6010,0.669535726,5863.96739,3757.29467,3571.769856,3943.019952,6420.535483
-0.258819045,7599,7875,6207,0.671132791,6170.777068,3952.015598,3739.960209,4128.692026,6373.573304
-0.279829014,7477,7728,6070,0.67050879,6047.138767,3864.910169,3671.204539,4052.789885,6412.108831
-0.3007058,6324,6334,4855,0.6617493,4719.908579,2926.687231,2915.155409,3218.156937,6920.892118
-0.321439465,6937,7080,5454,0.669000034,5767.801823,3671.092429,3513.9529,3879.193495,6494.206196
-0.342020143,7172,7317,5590,0.670475737,6040.728446,3823.101269,3660.599605,4041.082673,6498.715133
-0.362438038,7302,7441,5669,0.670707941,6086.053595,3827.544305,3682.408473,4065.158357,6547.2019
-0.382683432,7578,7764,5958,0.671752136,6298.626944,3968.283382,3800.749147,4195.799372,6499.377373
-0.40274669,7699,7905,6087,0.671966113,6344.046216,3992.920599,3826.080769,4223.763965,6501.047696
-0.422618262,7052,7170,5509,0.667587715,5528.787822,3449.523394,3373.501183,3724.143215,6712.735762
-0.44228869,7831,8063,6243,0.672429442,6444.690985,4056.010244,3882.423488,4285.962952,6485.64183
-0.461748613,7746,7959,6138,0.672485118,6457.001967,4054.328196,3888.350855,4292.506409,6505.658045
-0.480988769,7484,7664,5925,0.6706447,6073.641581,3806.597035,3677.803152,4060.074359,6577.390902
-0.5,7595,7786,5992,0.672353888,6428.060039,4039.679991,3873.622072,4276.246715,6501.362992
-0.518773258,7628,7816,6012,0.672267631,6409.178565,4011.27772,3860.969192,4262.278694,6538.499281
-0.537299608,7657,7840,6029,0.672244585,6404.152817,4003.658373,3857.477072,4258.423603,6547.805841
-0.555570233,7678,7860,6046,0.672190805,6392.455478,3993.222167,3851.353465,4251.663507,6556.844331
-0.573576436,7772,7977,6133,0.672472691,6454.250151,4036.607064,3886.396956,4290.349422,6539.340822
-0.591309648,7843,8068,6206,0.672550287,6471.472494,4047.060042,3896.787744,4301.82023,6537.846851
-0.608761429,6366,6341,4788,0.663682133,4960.277185,3031.041963,3051.117014,3368.250405,7038.681872
-0.625923472,7631,7842,6023,0.67143098,6231.673203,3902.424149,3767.127519,4158.683109,6566.122577
-0.64278761,7357,7565,5796,0.670207279,5989.164838,3761.178103,3636.358493,4014.321938,6584.178363
-0.659345815,6840,7014,5343,0.667626143,5535.028477,3484.342017,3387.594626,3739.701531,6644.439412
-0.675590208,6668,6830,5185,0.666725621,5392.392234,3403.438701,3310.293261,3654.365455,6651.093401
-0.691513056,6838,7000,5316,0.667332461,5487.68956,3457.442962,3362.581278,3712.088294,6650.317281
-0.707106781,6955,7097,5390,0.667552489,5523.079521,3465.000338,3379.832547,3731.132661,6679.137535
-0.722363962,7197,7366,5607,0.668715155,5717.938313,3584.290856,3487.97125,3850.511311,6653.335092
-0.737277337,7232,7431,5678,0.66885177,5741.742305,3608.550875,3503.50399,3867.658525,6628.535159
-0.751839807,7210,7466,5738,0.6689075,5751.509959,3645.21076,3516.119762,3881.585582,6559.35094
-0.766044443,7132,7440,5743,0.668834055,5738.644433,3669.66734,3515.93752,3881.384398,6489.956606
-0.779884483,6846,7150,5524,0.667552291,5523.047502,3551.465555,3400.437174,3753.878935,6481.608549
-0.79335334,6914,7278,5637,0.668321065,5650.366062,3675.67995,3480.430403,3842.186667,6372.71676
-0.806444604,6776,7151,5534,0.667790297,5561.846373,3643.616349,3436.512259,3793.703668,6336.773459
-0.819152044,6647,7063,5471,0.66726694,5477.238364,3630.321709,3397.888111,3751.064921,6266.821106
-0.831469612,6202,6617,5121,0.664522485,5072.539347,3401.301494,3177.53927,3507.813001,6252.086859
-0.843391446,5614,6038,4686,0.660346983,4559.489573,3121.713478,2897.148961,3198.278898,6194.821355
-0.854911871,3692,3865,2953,0.636323434,2869.177649,1964.46177,1891.562242,2088.1714,6541.016693
-0.866025404,3318,3517,2706,0.628209802,2543.689042,1787.876916,1702.131939,1879.051693,6428.242033
-0.876726756,2479,2595,1994,0.60215898,1848.577731,1303.688162,1263.001977,1394.278522,6597.554787
-0.887010833,2132,2240,1731,0.584843536,1552.970147,1109.910292,1074.883402,1186.606884,6593.889666
-0.896872742,1853,1956,1525,0.566222015,1316.372791,953.3060038,921.5782772,1017.36721,6574.083676
-0.906307787,1662,1768,1391,0.550143549,1156.986203,851.2881607,817.9078676,902.9212885,6510.108253
-0.915311479,1484,1589,1262,0.532184528,1013.148818,757.3667043,722.9799491,798.1265532,6441.907475
-0.923879533,1319,1420,1138,0.511607582,880.2058988,667.0842213,633.5602682,699.4125822,6393.946412
-0.932007869,1160,1257,1016,0.488046277,757.8761567,582.2857125,550.0412676,607.2126088,6339.782591
-0.939692621,1021,1112,904,0.461945616,648.9440712,503.4687486,474.424745,523.7364977,6315.144307
-0.946930129,895,979,803,0.434063857,554.7032378,434.8452647,408.24249,450.6752529,6277.042068
-0.953716951,776,852,704,0.402760995,468.5413632,369.6781105,346.751536,382.7929233,6265.323781
